9,8,3,C. 6個
9,8,4,D. 7個
9,9,1,A. 青色
9,9,2,B. 黒色
9,9,3,C. 緑色
9,9,4,D. 赤色
9,10,1,A. 黄色
9,10,2,B. 青色
9,10,3,C. 緑色
9,10,4,D. 赤色
10,1,1,A. 3冊
10,1,2,B. 4冊
10,1,3,C. 5冊
10,1,4,D. 6冊
10,2,1,A. 青色
10,2,2,B. 黄色
10,2,3,C. 黒色
10,2,4,D. 赤色
10,3,1,A. 青色
10,3,2,B. 緑色
10,3,3,C. 赤色
10,3,4,D. 黄色
10,4,1,A. 2つ
10,4,2,B. 3つ
10,4,3,C. 4つ
10,4,4,D. 5つ
10,5,1,A. 1匹
10,5,2,B. 2匹
10,5,3,C. 3匹
10,5,4,D. 4匹
10,6,1,A. 赤色
10,6,2,B. 青色
10,6,3,C. 黒色
10,6,4,D. 黄色
10,7,1,A. 4本
10,7,2,B. 5本
10,7,3,C. 6本
10,7,4,D. 7本
10,8,1,A. 4つ
10,8,2,B. 5つ
10,8,3,C. 6つ
10,8,4,D. 7つ
10,9,1,A. 赤色
10,9,2,B. 青色
10,9,3,C. 黒色
10,9,4,D. 白色
10,10,1,A. 黒色
10,10,2,B. 青色
10,10,3,C. 緑色
10,10,4,D. 赤色
